idx,dataset,measure,result,duration
0,polblogs,EmbeddingControversy,0.5717908267858266,16
1,Cruzeiro_Atletico_Twitter,EmbeddingControversy,0.06316554572289401,2073
2,connected_complete_graphs,EmbeddingControversy,0.9578941329864603,10
3,Facebook_Friends_cc,EmbeddingControversy,0.18315302674395006,4
4,complete_graph_600,EmbeddingControversy,0.06882409430541192,7
5,karate,EmbeddingControversy,0.607909326413571,0
6,karate_easley_groundtruth,EmbeddingControversy,0.7132817762458519,0
7,polblogs_cc,EmbeddingControversy,0.34194705243198187,8
8,Cruzeiro_Atletico_Twitter_cc,EmbeddingControversy,0.11280817513408836,1157
9,gun_control_Twitter,EmbeddingControversy,0.39157114928864845,3586
10,Facebook_Friends,EmbeddingControversy,0.17337525366812168,1
