idx,dataset,measure,result,duration
0,polblogs,EmbeddingControversy,0.5391672080625659,17
1,Cruzeiro_Atletico_Twitter,EmbeddingControversy,0.0930860132164415,2107
2,connected_complete_graphs,EmbeddingControversy,0.9589002708346241,10
3,Facebook_Friends_cc,EmbeddingControversy,0.1944677670776941,4
4,gun_control_Twitter_cc,EmbeddingControversy,0.29688175724642873,3549
5,complete_graph_600,EmbeddingControversy,0.06876258839089633,7
6,karate,EmbeddingControversy,0.6554837780810951,0
7,karate_easley_groundtruth,EmbeddingControversy,0.6718175150286444,0
8,polblogs_cc,EmbeddingControversy,0.35626132559243406,8
9,Cruzeiro_Atletico_Twitter_cc,EmbeddingControversy,0.10866101699675235,1208
10,Facebook_Friends,EmbeddingControversy,0.11353014993993393,1
