idx,dataset,measure,result,duration
0,polblogs,EmbeddingControversy,0.4988982761687182,17
1,connected_complete_graphs,EmbeddingControversy,0.9520336124730581,10
2,Facebook_Friends_cc,EmbeddingControversy,0.151352462819358,4
3,complete_graph_600,EmbeddingControversy,0.07338725225873555,7
4,karate,EmbeddingControversy,0.7398420965795565,0
5,karate_easley_groundtruth,EmbeddingControversy,0.6470519141356909,0
6,polblogs_cc,EmbeddingControversy,0.3455356867564724,8
7,Cruzeiro_Atletico_Twitter_cc,EmbeddingControversy,0.11802002470262685,1194
8,gun_control_Twitter,EmbeddingControversy,0.4563257102078834,3514
9,Facebook_Friends,EmbeddingControversy,0.30043616350679125,4
