idx,dataset,measure,result,duration
0,polblogs,EmbeddingControversy,0.5207120873465527,16
1,Cruzeiro_Atletico_Twitter,EmbeddingControversy,0.09484289918580546,1998
2,connected_complete_graphs,EmbeddingControversy,0.9599752954171825,7
3,Facebook_Friends_cc,EmbeddingControversy,0.2701124153802221,1
4,complete_graph_600,EmbeddingControversy,0.058809507515840465,7
5,karate,EmbeddingControversy,0.77075368672695,0
6,karate_easley_groundtruth,EmbeddingControversy,0.6875998284849153,0
7,polblogs_cc,EmbeddingControversy,0.3526121515524273,8
8,Cruzeiro_Atletico_Twitter_cc,EmbeddingControversy,0.12759068446668165,1156
9,Facebook_Friends,EmbeddingControversy,0.09399805792550553,1
