0,1,0.0022592315630704917
0,132,0.00018344357601198226
0,175,0.002315576562315255
0,177,0.001168067482582922
0,178,0.002315576562315255
0,179,0.002319219310696053
0,180,0.001168067482582922
0,181,0.005311062193862303
0,182,0.0055044747746262985
0,161,0.0023082910655536585
0,36,0.02836491207951051
0,183,0.0016727598744193395
1,132,0.003758588762008381
1,161,0.00010199695466235365
2,3,0.00041802085442904185
2,4,0.000724505161711434
2,5,0.0005002829630401052
2,6,0.0013186438247690428
2,7,0.0002825313662999216
2,8,0.00024266964477455432
2,9,0.0002111222328012471
2,10,0.00012810249177440947
2,11,0.0005999718321498055
2,12,0.00015147785949406835
2,13,0.0001855748649474481
2,14,0.0003157294891667959
2,15,7.844509198038429e-05
2,16,0.00010289050089104271
2,17,0.00019998020892579742
2,18,0.00016999764363410954
2,19,0.0004896620129829017
2,20,0.00028994069052428763
3,4,0.00015173705921417576
3,5,0.00028264169273021253
3,6,0.0006455549743455544
3,7,0.00013945451750098096
3,8,0.00016406022986926284
3,9,0.00023981548381092326
3,10,0.001294762711313263
3,11,0.00016029893267013632
3,12,0.00019643358460182068
3,13,0.00024788600766239763
3,14,0.00010778152409694083
3,15,0.0002897957934314672
3,16,0.0002730430863992248
3,17,0.00019564729304018212
3,18,0.00021897637330519802
3,19,0.00014963985899424641
3,20,0.00013240751267864
3,21,0.00021588875241586284
3,22,0.00015935654536503897
3,23,0.0002407637444319466
3,24,0.0002891038044330575
3,25,0.00025838739389973456
3,26,0.00040302293414818817
3,27,0.00029614837613936855
3,28,0.0006135919897458267
3,29,0.0003103999060241896
3,30,0.0001521977243883144
3,31,0.00044510918166751356
3,32,0.00018859664394095857
3,33,0.00034028282783886627
3,34,0.00018669230026212882
3,35,0.00023129236713153602
3,36,0.001319774495807653
3,37,0.0030199510999333666
3,38,0.0003472911803713321
3,39,0.00019807668092586592
3,40,0.00021199291454664757
3,41,0.00026197066588814214
3,42,0.00016770517652496666
3,43,0.0008639267154594871
3,44,0.00037845171556488965
3,45,0.00022969121730682677
3,46,0.00035960732859437465
3,47,0.00029796928736775403
3,48,0.0009179032178064101
3,49,0.0007176458768309053
3,50,0.00021795629756585154
3,51,0.00020449210210185631
3,52,0.00048147771808366324
3,53,0.0005194765775054144
3,54,0.0006559948303128821
3,55,0.000285918540859611
3,56,0.00024129602997927438
3,57,0.00028763886393123184
3,58,0.0002219311878448102
3,59,0.0009465389246780055
3,60,0.0002906843935376726
3,61,0.0004693027717791053
3,62,0.0004015238865710987
3,63,0.00014396659217487889
3,64,0.002642915655515227
3,65,0.00016208446559880897
3,66,0.00020546889561619283
3,67,0.0002685444620682389
3,68,0.00018385655563963802
3,69,0.0015186345670975022
3,70,0.0002352020501790673
3,71,0.00024468039783750545
3,72,0.00024391931071640984
3,73,0.0005991899016626499
3,74,0.0001816750959435612
3,75,0.0004141027073344737
3,76,0.0008560428820028365
3,77,0.0006391500376476927
3,78,0.0006391500376476927
3,79,0.0004898964172578411
3,80,0.00036655762298836624
3,184,0.00207168725150608
4,5,0.00031949452479415727
4,6,0.0005555889814860505
4,7,0.00014048179419564588
4,8,0.00018336914278994188
4,9,0.00044380773107281806
4,11,0.00011093490446982474
