idx,dataset,measure,result,duration
0,polblogs_cc,BCC,0.6283160906440889,2
1,polblogs_cc,BoundaryConnectivity,0.17016949158578218,0
2,polblogs_cc,ClusteringCoefficient,0.33958178858045723,0
3,polblogs_cc,EmbeddingControversy,0.6309545332309188,7
4,polblogs_cc,PolarizationIndex,0.13000450382573184,87
5,polblogs_cc,MBLB,0.4551220865511118,13
6,polblogs_cc,Modularity,0.422376344239583,0
7,polblogs_cc,RWC,0.3093720104433568,88
8,polblogs,BCC,0.6388654616406417,2
9,polblogs,BoundaryConnectivity,0.17940389178883276,0
10,polblogs,ClusteringCoefficient,0.26153040196578853,0
11,polblogs,EmbeddingControversy,0.026153566812711748,11
12,polblogs,PolarizationIndex,0.29636246058798765,88
13,polblogs,MBLB,0.33282216862735864,14
14,polblogs,Modularity,0.4256232042299787,0
15,polblogs,RWC,0.3467470880762148,107
16,karate_easley_groundtruth,BCC,0.3672575204122668,0
17,karate_easley_groundtruth,BoundaryConnectivity,0.18828914141414138,0
18,karate_easley_groundtruth,ClusteringCoefficient,0.5977124183006536,0
19,karate_easley_groundtruth,EmbeddingControversy,0.3616683992964719,0
20,karate_easley_groundtruth,PolarizationIndex,0.388447731023824,0
21,karate_easley_groundtruth,MBLB,0.7770308123249301,0
22,karate_easley_groundtruth,Modularity,0.3582347140039447,0
23,karate_easley_groundtruth,RWC,0.16660313386392256,3
24,karate,BCC,0.3663499720424265,0
25,karate,BoundaryConnectivity,0.18828914141414138,0
26,karate,ClusteringCoefficient,0.5683006535947712,0
27,karate,EmbeddingControversy,0.524531433812095,0
28,karate,PolarizationIndex,0.36817009293022723,0
29,karate,MBLB,0.7770308123249301,0
30,karate,Modularity,0.3717948717948718,0
31,karate,RWC,0.1722351437554934,3
32,gun_control_Twitter_cc,BCC,0.8377084145175613,2416
33,gun_control_Twitter_cc,BoundaryConnectivity,0.24691011981753894,0
34,gun_control_Twitter_cc,ClusteringCoefficient,0.06725174265277624,23
35,gun_control_Twitter_cc,EmbeddingControversy,0.6634540056682281,1195
36,gun_control_Twitter_cc,PolarizationIndex,0.4097726241504365,1975
37,gun_control_Twitter_cc,MBLB,0.5844167273722439,1172
38,gun_control_Twitter_cc,Modularity,0.4774197673395837,1
39,gun_control_Twitter_cc,RWC,0.657139007632058,1321
40,gun_control_Twitter,BCC,0.8289570892898912,2426
41,gun_control_Twitter,BoundaryConnectivity,0.24926353632426287,0
42,gun_control_Twitter,ClusteringCoefficient,0.06658574142925047,22
43,gun_control_Twitter,EmbeddingControversy,0.6520345445929256,1203
44,gun_control_Twitter,PolarizationIndex,0.42203919010901286,1999
45,gun_control_Twitter,MBLB,0.5730405989958149,1216
46,gun_control_Twitter,Modularity,0.47766693281162204,1
47,gun_control_Twitter,RWC,0.6591969956718717,1329
48,Facebook_Friends_cc,BCC,0.7874456994662031,0
49,Facebook_Friends_cc,BoundaryConnectivity,0.14647118263453054,0
50,Facebook_Friends_cc,ClusteringCoefficient,0.5400625941056085,0
51,Facebook_Friends_cc,EmbeddingControversy,0.45508920058224056,0
52,Facebook_Friends_cc,PolarizationIndex,0.14507803703867317,19
53,Facebook_Friends_cc,MBLB,0.19830141255956935,6
54,Facebook_Friends_cc,Modularity,0.3436300130848828,0
55,Facebook_Friends_cc,RWC,0.18391178278240608,26
56,Facebook_Friends,BCC,0.7726431506342204,0
57,Facebook_Friends,BoundaryConnectivity,0.10685660114030922,0
58,Facebook_Friends,ClusteringCoefficient,0.5510357852149431,0
59,Facebook_Friends,EmbeddingControversy,0.46342327818986206,0
60,Facebook_Friends,PolarizationIndex,0.22237294967649285,24
61,Facebook_Friends,MBLB,0.207987012987013,7
62,Facebook_Friends,Modularity,0.3327028770560748,0
63,Facebook_Friends,RWC,0.21345708287157394,27
64,Cruzeiro_Atletico_Twitter_cc,BCC,0.845776433449386,344
65,Cruzeiro_Atletico_Twitter_cc,BoundaryConnectivity,0.10680046878029974,0
66,Cruzeiro_Atletico_Twitter_cc,ClusteringCoefficient,0.10854715760042166,3
67,Cruzeiro_Atletico_Twitter_cc,EmbeddingControversy,0.3179562949320516,571
68,Cruzeiro_Atletico_Twitter_cc,PolarizationIndex,0.3509516437805616,206
69,Cruzeiro_Atletico_Twitter_cc,MBLB,0.4046738826872315,651
70,Cruzeiro_Atletico_Twitter_cc,Modularity,0.4104682362391443,0
71,Cruzeiro_Atletico_Twitter_cc,RWC,0.31950205994247927,1200
72,Cruzeiro_Atletico_Twitter,BCC,0.8185661239553375,369
73,Cruzeiro_Atletico_Twitter,BoundaryConnectivity,0.11049701824737003,0
74,Cruzeiro_Atletico_Twitter,ClusteringCoefficient,0.12588763594809085,5
75,Cruzeiro_Atletico_Twitter,EmbeddingControversy,0.14132386861275503,872
76,Cruzeiro_Atletico_Twitter,PolarizationIndex,0.5379844415497628,238
77,Cruzeiro_Atletico_Twitter,MBLB,0.3751677028705645,1109
78,Cruzeiro_Atletico_Twitter,Modularity,0.4185099039849901,0
79,Cruzeiro_Atletico_Twitter,RWC,0.37100479124561003,1698
80,connected_complete_graphs,BCC,0.6721245889513658,18
81,connected_complete_graphs,BoundaryConnectivity,0.4965034965034966,0
82,connected_complete_graphs,ClusteringCoefficient,0.9996666666666669,7
83,connected_complete_graphs,EmbeddingControversy,0.941638999195395,3
84,connected_complete_graphs,PolarizationIndex,0.8280863106805867,4897
85,connected_complete_graphs,MBLB,0.6542857142857144,7
86,connected_complete_graphs,Modularity,0.49983280387895,0
87,connected_complete_graphs,RWC,0.9887401581984253,97
88,complete_graph_600,BCC,0.0003237045655108961,62
89,complete_graph_600,BoundaryConnectivity,0.0,0
90,complete_graph_600,ClusteringCoefficient,1.0,20
91,complete_graph_600,EmbeddingControversy,-0.005910504078594725,4
92,complete_graph_600,PolarizationIndex,0.00016032574074074075,17268
93,complete_graph_600,MBLB,0.01837824399708948,4
94,complete_graph_600,Modularity,-0.0008347152661844492,0
95,complete_graph_600,RWC,-0.05647644393440515,71
