idx,dataset,measure,result,duration
0,complete_graph_600,BCC,0.0003208604928790493,63
1,complete_graph_600,BoundaryConnectivity,0.0,0
2,complete_graph_600,ClusteringCoefficient,1.0,21
3,complete_graph_600,EmbeddingControversy,0.002007416786487193,4
4,complete_graph_600,PolarizationIndex,0.0001843385185185185,17451
5,complete_graph_600,MBLB,0.01837824399708948,4
6,complete_graph_600,Modularity,-0.0008347152661844492,0
7,complete_graph_600,RWC,-0.05599359644224511,69
8,connected_complete_graphs,BCC,0.6180410768246294,13
9,connected_complete_graphs,BoundaryConnectivity,0.4965034965034966,0
10,connected_complete_graphs,ClusteringCoefficient,0.9996666666666669,7
11,connected_complete_graphs,EmbeddingControversy,0.9425054211966458,2
12,connected_complete_graphs,PolarizationIndex,0.8275433662314823,4367
13,connected_complete_graphs,MBLB,0.6542857142857144,5
14,connected_complete_graphs,Modularity,0.49983280387895,0
15,connected_complete_graphs,RWC,0.989130002472825,80
16,Cruzeiro_Atletico_Twitter,BCC,0.7842752835154777,341
17,Cruzeiro_Atletico_Twitter,BoundaryConnectivity,0.11049701824737003,0
18,Cruzeiro_Atletico_Twitter,ClusteringCoefficient,0.12588763594809085,5
19,Cruzeiro_Atletico_Twitter,EmbeddingControversy,0.13764306810622473,858
20,Cruzeiro_Atletico_Twitter,PolarizationIndex,0.5387305499228193,221
21,Cruzeiro_Atletico_Twitter,MBLB,0.3751677028705645,1060
22,Cruzeiro_Atletico_Twitter,Modularity,0.4185099039849901,0
23,Cruzeiro_Atletico_Twitter,RWC,0.3718885949077133,1331
24,Cruzeiro_Atletico_Twitter_cc,BCC,0.7761874799905228,301
25,Cruzeiro_Atletico_Twitter_cc,BoundaryConnectivity,0.10680046878029974,0
26,Cruzeiro_Atletico_Twitter_cc,ClusteringCoefficient,0.10854715760042166,3
27,Cruzeiro_Atletico_Twitter_cc,EmbeddingControversy,0.3038303828863632,558
28,Cruzeiro_Atletico_Twitter_cc,PolarizationIndex,0.3507656419675313,196
29,Cruzeiro_Atletico_Twitter_cc,MBLB,0.4046738826872315,615
30,Cruzeiro_Atletico_Twitter_cc,Modularity,0.4104682362391443,0
31,Cruzeiro_Atletico_Twitter_cc,RWC,0.3263568471427487,1144
32,Facebook_Friends,BCC,0.757633883624919,0
