,node,in_degree_weighted,in_degree,out_degree_weighted,out_degree
3798,3798,-1,1,0,0
3799,3799,-2,4,7,7
3800,3800,5,21,21,21
3801,3801,-26,42,3,3
3802,3802,-1,1,0,0
3803,3803,1,13,0,0
3804,3804,0,6,0,0
3805,3805,-1,9,16,16
3806,3806,-5,5,-1,1
3807,3807,-2,16,5,5
3808,3808,3,33,0,0
3809,3809,-1,1,0,0
3810,3810,-1,5,0,0
3811,3811,-9,17,-12,12
3812,3812,-6,6,0,0
3813,3813,-3,5,0,0
3814,3814,-2,2,0,0
3815,3815,-6,6,0,0
3816,3816,-32,44,-4,6
3817,3817,-6,10,0,0
3818,3818,-10,14,0,0
3819,3819,-3,5,0,0
3820,3820,-12,20,0,0
3821,3821,0,2,2,2
3822,3822,21,25,1,1
3823,3823,1,1,1,1
3824,3824,1,1,-1,1
3825,3825,0,0,2,2
3826,3826,5,7,2,2
3827,3827,1,1,2,2
3828,3828,0,0,1,1
3829,3829,1,3,1,1
3830,3830,1,1,-1,1
3831,3831,-1,1,1,1
3832,3832,-5,9,0,0
3833,3833,1,1,0,2
3834,3834,5,5,0,0
3835,3835,-1,1,0,0
3836,3836,-1,3,-12,16
3837,3837,1,7,0,0
3838,3838,-3,7,0,0
3839,3839,7,9,-3,3
3840,3840,-7,21,-5,5
3841,3841,1,5,1,1
3842,3842,-4,8,0,0
3843,3843,0,2,2,2
3844,3844,7,9,-7,11
3845,3845,-3,19,0,0
3846,3846,-1,1,0,0
3847,3847,5,9,4,4
3848,3848,0,0,1,1
3849,3849,3,5,-33,33
3850,3850,1,85,4,6
3851,3851,9,17,81,83
3852,3852,-8,10,-4,4
3853,3853,-3,11,2,2
3854,3854,-9,19,0,0
3855,3855,-2,2,0,0
3856,3856,16,42,3,3
3857,3857,-3,9,-2,2
3858,3858,-3,11,-1,1
3859,3859,-1,15,47,47
3860,3860,-19,21,0,0
3861,3861,-1,23,-5,5
3862,3862,0,10,0,0
3863,3863,4,24,-157,157
3864,3864,2,10,0,0
3865,3865,-2,2,0,0
3866,3866,-6,6,0,0
3867,3867,0,0,-2,2
3868,3868,1,3,1,1
3869,3869,52,62,25,31
3870,3870,68,80,-10,14
3871,3871,19,25,0,0
3872,3872,136,140,41,41
3873,3873,20,38,7,7
3874,3874,57,59,11,13
3875,3875,37,43,-4,4
3876,3876,126,126,86,124
3877,3877,70,78,116,122
3878,3878,103,109,45,87
3879,3879,54,70,92,92
3880,3880,23,25,20,20
3881,3881,2,2,0,0
3882,3882,7,7,0,0
3883,3883,91,143,2,2
3884,3884,1,1,0,0
3885,3885,2,2,0,0
3886,3886,12,18,-1,1
3887,3887,87,93,6,130
3888,3888,20,22,3,3
3889,3889,2,4,3,3
3890,3890,40,40,44,44
3891,3891,7,7,0,0
3892,3892,0,4,4,4
3893,3893,87,93,-4,140
3894,3894,0,6,1,1
3895,3895,22,44,3,3
3896,3896,1,5,0,0
3897,3897,0,6,0,0
3898,3898,3,19,1,1
3899,3899,15,15,0,0
3900,3900,4,4,10,10
3901,3901,3,5,-6,6
3902,3902,15,17,25,27
3903,3903,22,28,-3,35
3904,3904,1,1,1,1
3905,3905,1,3,2,2
3906,3906,-3,9,4,8
3907,3907,6,6,1,1
3908,3908,0,0,1,1
3909,3909,2,2,3,3
3910,3910,4,8,0,0
3911,3911,-4,8,2,2
3912,3912,92,96,8,10
3913,3913,0,2,0,0
3914,3914,-12,12,0,0
3915,3915,1,1,0,0
3916,3916,0,0,2,2
3917,3917,1,1,0,0
3918,3918,2,2,4,4
3919,3919,2,2,0,0
3920,3920,3,3,1,1
3921,3921,6,6,10,10
3922,3922,4,4,0,0
3923,3923,0,0,4,4
3924,3924,1,3,4,4
3925,3925,5,5,0,0
3926,3926,2,6,0,0
3927,3927,4,4,0,0
3928,3928,4,4,0,0
3929,3929,8,12,0,0
3930,3930,0,0,6,6
3931,3931,1,1,0,0
3932,3932,1,3,3,3
3933,3933,1,1,0,0
3934,3934,8,8,4,6
3935,3935,5,15,-15,15
3936,3936,2,2,0,0
3937,3937,0,0,1,1
3938,3938,7,7,2,2
3939,3939,11,25,-2,2
3940,3940,-5,29,0,0
3941,3941,-2,2,3,3
3942,3942,0,0,-9,15
3943,3943,-13,19,1,3
3944,3944,-39,39,0,0
3945,3945,0,0,-1,1
3946,3946,-1,5,2,2
3947,3947,-2,6,36,36
3948,3948,1,1,0,0
3949,3949,10,10,0,0
3950,3950,7,7,0,0
3951,3951,4,4,0,0
3952,3952,1,1,1,1
3953,3953,1,1,0,0
3954,3954,13,15,0,2
3955,3955,6,6,3,3
3956,3956,1,1,0,0
3957,3957,3,3,9,9
3958,3958,-1,5,0,0
3959,3959,4,4,0,0
3960,3960,3,3,1,1
3961,3961,26,26,115,115
3962,3962,1,7,0,0
3963,3963,-1,7,0,0
3964,3964,7,7,0,0
3965,3965,6,6,7,7
3966,3966,3,5,3,3
3967,3967,2,2,2,2
3968,3968,1,1,0,0
3969,3969,1,1,0,0
3970,3970,-1,21,0,0
3971,3971,2,4,1,1
3972,3972,3,5,1,1
3973,3973,1,1,0,0
3974,3974,0,0,1,1
3975,3975,0,0,2,2
3976,3976,1,1,6,6
3977,3977,4,4,11,11
3978,3978,0,2,0,0
3979,3979,1,1,0,0
3980,3980,0,0,4,4
3981,3981,1,1,0,0
3982,3982,25,37,13,67
3983,3983,1,3,0,0
3984,3984,3,3,1,1
3985,3985,3,3,0,0
3986,3986,6,6,4,4
3987,3987,2,2,2,2
3988,3988,1,1,0,0
3989,3989,9,9,0,0
3990,3990,0,6,1,1
3991,3991,0,0,1,1
3992,3992,2,2,15,15
3993,3993,1,1,1,1
3994,3994,19,21,27,27
3995,3995,-1,3,-1,1
3996,3996,-4,8,1,1
3997,3997,0,0,-5,5
3998,3998,-9,13,0,0
3999,3999,-31,31,0,0
4000,4000,-7,11,-1,1
4001,4001,-97,99,0,0
4002,4002,0,0,15,15
4003,4003,27,47,1,1
4004,4004,0,2,1,1
4005,4005,6,6,0,0
4006,4006,0,8,0,0
4007,4007,1,1,0,0
4008,4008,-16,20,-1,3
4009,4009,1,1,1,1
4010,4010,1,1,0,0
4011,4011,1,1,37,37
4012,4012,0,8,0,0
4013,4013,11,35,9,9
4014,4014,1,3,1,1
4015,4015,4,4,4,4
4016,4016,5,15,0,0
4017,4017,18,18,2,2
4018,4018,4,6,-1,1
4019,4019,16,20,1,1
4020,4020,5,7,8,10
4021,4021,-1,5,0,0
4022,4022,30,36,6,6
4023,4023,1,1,0,0
4024,4024,8,8,21,21
4025,4025,2,2,1,1
4026,4026,1,5,0,0
4027,4027,7,7,1,1
4028,4028,0,2,0,0
4029,4029,4,4,0,0
4030,4030,8,8,8,8
4031,4031,1,1,0,0
4032,4032,18,18,0,0
4033,4033,1,1,0,0
4034,4034,1,1,0,0
4035,4035,14,18,48,56
4036,4036,31,45,13,13
4037,4037,1,1,0,0
4038,4038,8,12,3,3
4039,4039,2,2,0,0
4040,4040,5,5,0,0
4041,4041,1,1,0,0
4042,4042,8,10,8,8
4043,4043,1,9,0,0
4044,4044,12,16,14,14
4045,4045,5,5,0,0
4046,4046,1,1,2,2
4047,4047,2,2,1,1
4048,4048,1,3,1,1
4049,4049,9,17,28,28
4050,4050,0,0,2,2
4051,4051,2,2,0,0
4052,4052,7,7,19,19
4053,4053,-1,1,-20,20
4054,4054,0,0,2,2
4055,4055,6,6,0,0
4056,4056,0,4,0,0
4057,4057,0,0,2,2
4058,4058,0,0,4,4
4059,4059,2,2,-2,2
4060,4060,2,6,1,1
4061,4061,2,2,1,1
4062,4062,2,2,24,24
4063,4063,1,1,0,0
4064,4064,12,12,0,0
4065,4065,3,3,0,0
4066,4066,8,8,0,0
4067,4067,0,6,0,0
4068,4068,20,20,6,6
4069,4069,2,2,0,0
4070,4070,9,13,1,1
4071,4071,18,22,41,41
4072,4072,0,0,2,2
4073,4073,1,1,0,0
4074,4074,-2,4,-1,1
4075,4075,0,8,0,4
4076,4076,0,0,2,2
4077,4077,8,8,2,2
4078,4078,0,0,1,1
4079,4079,15,45,6,10
4080,4080,-1,7,3,3
4081,4081,2,18,0,0
4082,4082,6,12,2,2
4083,4083,-5,15,1,1
4084,4084,0,0,1,1
4085,4085,26,26,31,31
4086,4086,0,0,1,1
4087,4087,-17,33,-3,3
4088,4088,-15,23,0,0
4089,4089,6,6,2,2
4090,4090,1,1,1,1
4091,4091,1,1,1,1
4092,4092,0,0,-1,1
4093,4093,4,18,3,3
4094,4094,5,5,11,11
4095,4095,0,0,2,2
4096,4096,2,2,2,2
4097,4097,4,8,3,5
4098,4098,8,22,33,35
4099,4099,0,0,-1,1
4100,4100,0,0,1,1
4101,4101,42,72,1,1
4102,4102,2,20,-4,4
4103,4103,-3,5,0,0
4104,4104,0,0,-5,5
4105,4105,-2,2,0,0
4106,4106,2,2,1,1
4107,4107,7,7,12,12
4108,4108,0,0,1,1
4109,4109,1,5,0,0
4110,4110,2,8,1,1
4111,4111,2,2,0,2
4112,4112,0,0,1,1
4113,4113,5,5,2,2
4114,4114,2,10,5,7
4115,4115,9,17,-1,1
4116,4116,20,22,57,57
4117,4117,-1,5,1,1
4118,4118,2,2,0,0
4119,4119,0,2,-1,1
4120,4120,-3,3,0,0
4121,4121,2,6,1,1
4122,4122,-22,36,5,5
4123,4123,0,0,2,4
4124,4124,0,0,1,1
4125,4125,3,13,0,0
4126,4126,0,0,4,4
4127,4127,12,14,1,1
4128,4128,1,1,1,1
4129,4129,2,2,0,0
4130,4130,8,18,0,0
4131,4131,0,0,-9,9
4132,4132,-3,7,1,5
4133,4133,1,7,24,24
4134,4134,-13,33,0,0
4135,4135,0,0,1,1
4136,4136,7,9,3,3
4137,4137,-3,15,-7,7
4138,4138,5,35,-1,1
4139,4139,-4,4,0,0
4140,4140,0,8,0,0
4141,4141,0,2,-2,8
4142,4142,18,18,0,0
4143,4143,5,5,2,2
4144,4144,-13,23,29,31
4145,4145,1,1,0,0
4146,4146,-3,7,0,0
4147,4147,0,0,1,1
4148,4148,11,13,4,4
4149,4149,-1,1,1,1
4150,4150,33,33,0,0
4151,4151,-12,20,1,1
4152,4152,-7,7,0,0
4153,4153,-33,35,0,0
4154,4154,-11,29,4,4
4155,4155,-94,106,0,0
4156,4156,1,9,0,0
4157,4157,-3,9,0,0
4158,4158,0,0,1,1
4159,4159,6,6,12,38
4160,4160,1,1,5,5
4161,4161,6,6,0,0
4162,4162,18,68,0,0
4163,4163,0,0,1,1
4164,4164,12,12,0,0
4165,4165,0,0,2,2
4166,4166,1,3,3,3
4167,4167,20,48,10,10
4168,4168,1,1,8,8
4169,4169,1,3,1,1
4170,4170,1,1,0,0
4171,4171,0,4,0,0
4172,4172,2,2,6,6
4173,4173,6,6,0,0
4174,4174,1,1,0,0
4175,4175,5,5,1,3
4176,4176,-5,17,21,23
4177,4177,6,18,0,0
4178,4178,34,42,73,73
4179,4179,32,36,29,29
4180,4180,27,29,18,18
4181,4181,107,127,-27,27
4182,4182,48,50,63,65
4183,4183,-1,5,0,0
4184,4184,43,49,27,29
4185,4185,2,2,0,0
4186,4186,108,116,24,136
4187,4187,36,36,-2,2
4188,4188,1,1,0,0
4189,4189,4,4,4,4
4190,4190,8,14,0,0
4191,4191,13,15,0,2
4192,4192,0,0,1,1
4193,4193,0,0,1,1
4194,4194,-8,20,7,7
4195,4195,0,0,1,1
4196,4196,2,2,1,1
4197,4197,3,3,0,0
4198,4198,-1,1,1,1
4199,4199,0,0,6,6
4200,4200,3,3,0,0
4201,4201,1,3,1,1
4202,4202,10,10,3,3
4203,4203,1,1,1,1
4204,4204,2,2,0,0
4205,4205,4,4,3,3
4206,4206,6,6,2,2
4207,4207,0,2,2,2
4208,4208,-1,1,-1,1
4209,4209,-8,18,3,3
4210,4210,0,0,-1,1
4211,4211,37,59,28,30
4212,4212,3,5,9,11
4213,4213,9,9,29,29
4214,4214,3,3,0,0
4215,4215,0,0,1,1
4216,4216,0,0,1,1
4217,4217,2,2,9,9
4218,4218,3,3,0,0
4219,4219,26,28,17,17
4220,4220,12,16,1,1
4221,4221,2,2,1,1
4222,4222,9,9,0,2
4223,4223,0,0,1,1
4224,4224,4,4,6,6
4225,4225,5,5,-20,34
4226,4226,5,5,2,2
4227,4227,1,1,2,2
4228,4228,6,18,3,3
4229,4229,4,4,0,0
4230,4230,0,0,1,1
4231,4231,-6,10,3,5
4232,4232,10,14,2,8
4233,4233,10,20,5,9
4234,4234,15,17,71,71
4235,4235,3,3,6,6
4236,4236,1,5,1,1
4237,4237,4,8,4,4
4238,4238,1,1,0,0
4239,4239,0,6,1,1
4240,4240,-2,6,2,2
4241,4241,0,0,1,1
4242,4242,1,1,3,3
4243,4243,4,4,0,0
4244,4244,1,1,0,0
4245,4245,20,20,23,23
4246,4246,-8,18,3,3
4247,4247,4,4,114,114
4248,4248,-3,11,-1,1
4249,4249,1,1,1,1
4250,4250,0,2,-11,11
4251,4251,-7,13,1,1
4252,4252,-4,22,16,16
4253,4253,-26,26,0,0
4254,4254,-3,3,0,0
4255,4255,-3,9,0,0
4256,4256,-3,3,0,0
4257,4257,0,0,2,2
4258,4258,2,4,1,1
4259,4259,1,1,0,0
4260,4260,1,1,0,0
4261,4261,-2,8,1,1
4262,4262,2,2,1,1
4263,4263,1,1,1,1
4264,4264,8,8,3,3
4265,4265,1,3,0,0
4266,4266,0,0,2,2
4267,4267,6,6,0,0
4268,4268,3,9,10,10
4269,4269,0,0,1,1
4270,4270,1,1,2,2
4271,4271,2,2,0,0
4272,4272,1,5,3,3
4273,4273,1,1,15,15
4274,4274,1,1,1,1
4275,4275,4,6,0,0
4276,4276,1,7,6,6
4277,4277,1,1,0,0
4278,4278,3,5,11,11
4279,4279,5,7,1,1
4280,4280,0,2,0,0
4281,4281,0,0,1,1
4282,4282,4,4,1,1
4283,4283,4,4,-29,37
4284,4284,0,0,3,3
4285,4285,1,1,0,0
4286,4286,1,1,1,1
4287,4287,2,24,0,0
4288,4288,-1,1,2,2
4289,4289,2,2,1,3
4290,4290,1,1,0,0
4291,4291,0,0,-1,1
4292,4292,-4,8,0,0
4293,4293,2,2,1,1
4294,4294,0,0,2,2
4295,4295,4,10,-1,1
4296,4296,1,1,0,0
4297,4297,6,10,6,6
4298,4298,97,123,7,13
4299,4299,2,2,0,0
4300,4300,0,4,0,0
4301,4301,4,4,1,1
4302,4302,2,2,-1,1
4303,4303,6,10,0,0
4304,4304,4,10,0,0
4305,4305,1,1,1,1
4306,4306,1,1,0,0
4307,4307,4,4,0,0
4308,4308,1,1,0,0
4309,4309,1,1,0,0
4310,4310,3,3,52,52
4311,4311,14,26,2,4
4312,4312,3,5,8,12
4313,4313,1,5,0,0
4314,4314,3,3,-2,2
4315,4315,3,5,6,6
4316,4316,-4,6,0,0
4317,4317,-2,6,0,0
4318,4318,-7,15,-1,3
4319,4319,-6,16,-196,198
4320,4320,-2,2,0,0
4321,4321,-22,34,0,0
4322,4322,1,7,0,0
4323,4323,-4,4,0,0
4324,4324,-4,8,0,0
4325,4325,-7,21,0,0
4326,4326,-4,12,0,0
4327,4327,3,15,0,0
4328,4328,2,24,6,6
4329,4329,-6,10,0,0
4330,4330,3,11,1,1
4331,4331,-5,11,0,0
4332,4332,2,12,0,0
4333,4333,3,9,10,10
4334,4334,-2,2,0,0
4335,4335,-4,4,0,0
4336,4336,-5,5,0,0
4337,4337,2,16,16,20
4338,4338,-27,31,1,1
4339,4339,-2,2,0,0
4340,4340,0,28,6,6
4341,4341,4,24,8,8
4342,4342,0,2,2,2
4343,4343,1,5,3,3
4344,4344,0,16,5,11
4345,4345,-5,5,0,0
4346,4346,11,27,0,0
4347,4347,2,14,0,8
4348,4348,1,3,0,0
4349,4349,-2,2,1,1
4350,4350,-8,8,6,6
4351,4351,4,16,0,0
4352,4352,0,6,0,0
4353,4353,-1,3,0,0
4354,4354,-5,5,6,6
4355,4355,-1,15,2,2
4356,4356,1,11,0,0
4357,4357,1,5,1,1
4358,4358,-5,25,1,1
4359,4359,-5,7,0,0
4360,4360,-2,6,1,1
4361,4361,-13,47,0,0
4362,4362,-3,7,1,1
4363,4363,-2,4,0,0
4364,4364,2,16,0,0
4365,4365,-1,1,2,2
4366,4366,-6,18,2,2
4367,4367,-7,9,0,0
4368,4368,0,6,9,9
4369,4369,4,6,-90,94
4370,4370,-25,41,0,0
4371,4371,0,8,-1,1
4372,4372,-2,2,1,1
4373,4373,-2,8,0,0
4374,4374,1,7,7,7
4375,4375,-2,2,1,1
4376,4376,-6,18,0,0
4377,4377,1,55,11,11
4378,4378,-2,4,0,0
4379,4379,-2,6,0,0
4380,4380,-52,102,6,6
4381,4381,8,12,9,15
4382,4382,-7,7,0,0
4383,4383,-2,6,0,0
4384,4384,3,25,0,0
4385,4385,2,10,2,2
4386,4386,-19,21,0,0
4387,4387,13,55,0,0
4388,4388,2,34,0,0
4389,4389,3,11,3,3
4390,4390,19,55,41,41
4391,4391,0,2,0,0
4392,4392,1,3,2,6
4393,4393,3,9,-15,15
4394,4394,-3,15,19,19
4395,4395,-4,10,1,1
4396,4396,2,12,0,0
4397,4397,-4,8,7,9
4398,4398,2,20,-14,14
4399,4399,-3,11,1,1
4400,4400,-2,10,3,3
4401,4401,0,12,2,2
4402,4402,-32,42,3,3
4403,4403,8,46,45,45
4404,4404,-10,10,0,0
4405,4405,-22,28,0,0
4406,4406,1,3,0,0
4407,4407,-10,18,-1,1
4408,4408,1,7,2,2
4409,4409,-3,11,0,0
4410,4410,4,10,0,0
4411,4411,0,10,5,5
4412,4412,-6,10,0,0
4413,4413,-4,10,0,0
4414,4414,-1,3,1,3
4415,4415,-2,4,0,0
4416,4416,5,21,0,0
4417,4417,3,7,0,0
4418,4418,-9,21,0,0
4419,4419,0,2,0,0
4420,4420,1,9,1,1
4421,4421,-1,1,0,0
4422,4422,-11,35,9,9
4423,4423,14,28,9,13
4424,4424,3,11,-194,198
4425,4425,1,7,0,0
4426,4426,-42,42,0,0
4427,4427,-21,29,0,0
4428,4428,-10,12,0,0
4429,4429,-2,2,0,0
4430,4430,0,4,-1,1
4431,4431,-4,10,0,0
4432,4432,-6,8,0,0
4433,4433,-6,8,0,0
4434,4434,-3,5,0,0
4435,4435,-1,1,0,0
4436,4436,-15,35,0,0
4437,4437,-3,3,0,0
4438,4438,-17,25,0,0
4439,4439,-2,6,10,10
4440,4440,-2,4,0,0
4441,4441,-1,1,0,0
4442,4442,-4,6,0,0
4443,4443,-4,8,0,0
4444,4444,-7,9,0,0
4445,4445,-1,1,0,0
4446,4446,-46,50,1,1
4447,4447,-2,2,0,0
4448,4448,-15,15,0,0
4449,4449,-4,4,0,0
4450,4450,-4,4,0,2
4451,4451,-2,2,0,0
4452,4452,-2,2,0,0
4453,4453,-1,1,1,1
4454,4454,-9,21,-14,16
4455,4455,0,10,1,1
4456,4456,-1,1,0,0
4457,4457,-52,52,0,0
4458,4458,1,3,0,0
4459,4459,0,0,1,1
4460,4460,11,17,-1,1
4461,4461,1,1,8,8
4462,4462,2,8,1,1
4463,4463,3,3,19,19
4464,4464,-2,6,-3,3
4465,4465,1,1,0,0
4466,4466,5,21,9,11
4467,4467,5,5,27,27
4468,4468,1,1,1,1
4469,4469,0,0,1,1
4470,4470,3,3,-1,1
4471,4471,0,0,1,1
4472,4472,4,4,0,2
4473,4473,3,3,7,7
4474,4474,1,5,0,0
4475,4475,2,2,2,2
4476,4476,9,11,0,0
4477,4477,3,3,0,0
4478,4478,3,3,2,2
4479,4479,-1,9,4,6
4480,4480,1,1,-4,6
4481,4481,0,16,-1,7
4482,4482,3,3,3,3
4483,4483,-12,14,15,15
4484,4484,11,23,0,0
4485,4485,4,12,37,37
4486,4486,43,69,-50,70
4487,4487,0,4,0,0
4488,4488,18,18,3,3
4489,4489,14,14,0,0
4490,4490,-4,10,3,3
4491,4491,18,24,1,7
4492,4492,-1,1,0,0
4493,4493,50,50,-5,5
4494,4494,-9,9,0,0
4495,4495,2,2,3,3
4496,4496,4,4,-34,44
4497,4497,-6,12,2,4
4498,4498,-3,47,7,9
4499,4499,0,14,0,0
4500,4500,-12,14,-5,5
4501,4501,-5,5,0,0
4502,4502,-15,27,34,36
4503,4503,-2,8,6,6
4504,4504,1,7,0,0
4505,4505,4,6,-2,2
4506,4506,-67,97,1,1
4507,4507,-8,10,0,0
4508,4508,-1,3,0,0
4509,4509,-5,5,0,0
4510,4510,-7,9,0,0
4511,4511,-9,9,0,0
4512,4512,-16,20,3,3
4513,4513,-8,10,4,4
4514,4514,-16,16,0,0
4515,4515,-52,94,18,18
4516,4516,23,23,0,0
4517,4517,-52,58,0,0
4518,4518,-5,9,3,3
4519,4519,-51,133,5,9
4520,4520,-19,23,2,4
4521,4521,-6,16,1,1
4522,4522,19,19,0,0
4523,4523,-9,9,0,0
4524,4524,-1,1,0,0
4525,4525,-4,4,4,4
4526,4526,-23,27,11,11
4527,4527,-94,96,0,0
4528,4528,-4,4,0,0
4529,4529,-3,7,0,0
4530,4530,-14,16,2,2
4531,4531,-29,29,0,0
4532,4532,-2,2,0,0
4533,4533,1,1,1,1
4534,4534,1,1,0,0
4535,4535,1,1,1,1
4536,4536,0,0,1,1
4537,4537,1,1,1,1
4538,4538,2,2,1,1
4539,4539,0,0,1,1
4540,4540,1,5,0,0
4541,4541,2,2,1,1
4542,4542,4,6,6,6
4543,4543,30,50,9,9
4544,4544,4,4,3,3
4545,4545,1,1,6,6
4546,4546,2,2,0,0
4547,4547,4,4,2,2
4548,4548,14,20,-28,48
4549,4549,27,33,11,19
4550,4550,26,26,8,8
4551,4551,18,18,0,0
4552,4552,0,0,1,1
4553,4553,15,15,0,0
4554,4554,1,1,1,1
4555,4555,2,14,-21,33
4556,4556,1,1,2,2
4557,4557,-10,24,3,3
4558,4558,0,0,1,1
4559,4559,4,4,0,0
4560,4560,-4,24,-194,202
4561,4561,1,3,0,0
4562,4562,-1,5,1,1
4563,4563,15,37,4,4
4564,4564,1,3,6,6
4565,4565,12,20,10,10
4566,4566,-5,9,0,2
4567,4567,-2,8,0,0
4568,4568,1,3,10,10
4569,4569,-11,23,4,6
4570,4570,-2,12,6,6
4571,4571,2,2,1,1
4572,4572,2,30,22,22
4573,4573,3,3,0,0
4574,4574,0,4,0,0
4575,4575,-17,17,0,0
4576,4576,-4,6,1,1
4577,4577,-3,25,3,3
4578,4578,-7,11,2,2
4579,4579,-5,9,0,0
4580,4580,4,8,0,0
4581,4581,-1,1,0,0
4582,4582,4,12,0,0
4583,4583,-1,5,-2,2
4584,4584,-2,6,-20,20
4585,4585,5,9,0,0
4586,4586,5,53,0,0
4587,4587,-6,34,2,2
4588,4588,5,19,5,43
4589,4589,5,45,29,61
4590,4590,-4,6,0,0
4591,4591,1,3,0,2
4592,4592,1,5,0,0
4593,4593,5,17,0,0
4594,4594,6,10,13,13
4595,4595,10,16,0,0
4596,4596,-9,25,0,0
4597,4597,-1,1,0,0
4598,4598,-1,1,0,0
4599,4599,-2,24,2,4
4600,4600,-1,1,0,0
4601,4601,-11,19,7,7
4602,4602,0,2,0,0
4603,4603,0,2,-1,1
4604,4604,-18,22,3,5
4605,4605,3,9,0,0
4606,4606,3,7,0,0
4607,4607,1,15,3,3
4608,4608,-3,9,0,0
4609,4609,1,7,3,3
4610,4610,-5,41,0,0
4611,4611,1,11,0,0
4612,4612,-41,65,4,6
4613,4613,-11,11,-1,1
4614,4614,-3,5,0,0
4615,4615,0,12,1,1
4616,4616,0,2,0,0
4617,4617,-3,7,0,0
4618,4618,-4,6,0,0
4619,4619,-2,6,7,9
4620,4620,-5,7,0,0
4621,4621,-7,17,0,0
4622,4622,14,26,11,11
4623,4623,0,6,0,0
4624,4624,1,5,0,0
4625,4625,0,10,0,0
4626,4626,-14,76,21,23
4627,4627,0,56,1,1
4628,4628,0,4,3,3
4629,4629,-1,3,2,2
4630,4630,-2,6,2,2
4631,4631,1,13,8,10
4632,4632,-1,1,0,0
4633,4633,-1,1,1,3
4634,4634,-1,3,1,3
4635,4635,1,7,0,0
4636,4636,1,7,1,1
4637,4637,1,13,-3,13
4638,4638,-28,38,-4,8
4639,4639,-1,3,0,0
4640,4640,-1,1,0,0
4641,4641,-7,13,1,1
4642,4642,-1,5,3,3
4643,4643,-4,12,0,0
4644,4644,1,7,-1,9
4645,4645,-14,16,0,0
4646,4646,-6,6,0,0
4647,4647,3,5,-3,3
4648,4648,-1,1,0,0
4649,4649,-1,3,0,0
4650,4650,-3,11,0,0
4651,4651,-1,3,0,0
4652,4652,-1,3,0,0
4653,4653,-3,3,0,0
4654,4654,-2,2,0,0
4655,4655,-30,32,0,0
4656,4656,-17,17,0,0
4657,4657,1,57,0,0
4658,4658,-14,14,0,0
4659,4659,-1,3,0,0
4660,4660,-1,3,2,2
4661,4661,-8,8,0,0
4662,4662,-1,1,0,0
4663,4663,-18,20,2,2
4664,4664,-2,4,0,0
4665,4665,-1,1,1,1
4666,4666,-2,2,0,0
4667,4667,-29,29,4,4
4668,4668,-8,18,29,29
4669,4669,-1,1,0,0
4670,4670,-11,11,0,0
4671,4671,2,2,2,2
4672,4672,4,4,0,0
4673,4673,2,2,0,0
4674,4674,2,2,3,3
4675,4675,1,1,0,0
4676,4676,1,1,0,0
4677,4677,0,0,1,1
4678,4678,1,1,1,1
4679,4679,18,18,1,1
4680,4680,1,1,1,1
4681,4681,3,3,-198,202
4682,4682,4,12,0,0
4683,4683,-5,11,-8,8
4684,4684,-3,5,0,0
4685,4685,6,16,2,2
4686,4686,-1,3,0,0
4687,4687,-1,3,6,8
4688,4688,-2,2,1,1
4689,4689,9,15,7,7
4690,4690,-6,8,-1,1
4691,4691,-18,24,0,0
4692,4692,2,2,0,0
4693,4693,-4,10,1,1
4694,4694,-2,32,1,9
4695,4695,4,4,3,3
4696,4696,-5,15,0,0
4697,4697,11,17,0,0
4698,4698,-2,6,9,9
4699,4699,3,19,0,0
4700,4700,7,17,0,6
4701,4701,-14,26,-4,16
4702,4702,-5,15,-42,42
4703,4703,5,39,-2,2
4704,4704,41,65,41,43
4705,4705,1,25,37,37
4706,4706,-11,13,0,0
4707,4707,4,20,0,0
4708,4708,-1,7,0,0
4709,4709,-1,3,0,0
4710,4710,-4,4,1,1
4711,4711,2,26,0,0
4712,4712,13,53,11,13
4713,4713,-1,1,0,0
4714,4714,-1,9,2,2
4715,4715,-5,7,0,0
4716,4716,1,31,1,1
4717,4717,-13,23,0,0
4718,4718,-3,3,0,0
4719,4719,5,7,0,0
4720,4720,-3,7,0,0
4721,4721,55,77,5,5
4722,4722,-2,2,0,0
4723,4723,3,11,0,0
4724,4724,1,13,-1,1
4725,4725,-2,18,0,0
4726,4726,0,4,-12,12
4727,4727,1,3,0,0
4728,4728,32,72,11,11
4729,4729,-9,9,0,0
4730,4730,5,13,2,2
4731,4731,-7,15,0,0
4732,4732,-6,48,29,29
4733,4733,-2,4,0,0
4734,4734,0,16,-2,4
4735,4735,-1,1,0,0
4736,4736,-19,29,-1,1
4737,4737,1,3,-1,3
4738,4738,-5,5,0,0
4739,4739,-1,1,1,1
4740,4740,-22,40,0,0
4741,4741,-1,21,0,0
4742,4742,-22,34,1,1
4743,4743,-5,19,13,13
4744,4744,1,7,0,0
4745,4745,0,4,0,0
4746,4746,-1,1,0,0
4747,4747,-10,34,2,2
4748,4748,-3,3,0,0
4749,4749,-19,25,0,0
4750,4750,-2,14,-3,3
4751,4751,-12,26,0,0
4752,4752,-7,11,1,1
4753,4753,2,12,12,12
4754,4754,1,19,0,0
4755,4755,0,6,0,0
4756,4756,-12,18,1,3
4757,4757,-1,5,-200,200
4758,4758,2,4,1,1
4759,4759,-1,9,0,0
4760,4760,-12,22,1,1
4761,4761,-7,11,-3,3
4762,4762,-4,8,0,0
