,node,in_degree_weighted,in_degree,out_degree_weighted,out_degree
35275,35275,1,1,0,0
35276,35276,1,1,0,0
35277,35277,1,1,0,0
35278,35278,1,1,0,0
35279,35279,1,1,0,0
35280,35280,1,1,-1,1
35281,35281,1,1,0,0
35282,35282,1,1,0,0
35283,35283,1,1,0,0
35284,35284,1,1,2,2
35285,35285,1,1,0,0
35286,35286,1,1,0,0
35287,35287,1,1,0,0
35288,35288,0,2,-12,24
35289,35289,1,1,0,0
35290,35290,1,1,0,0
35291,35291,1,1,-1,1
35292,35292,1,1,0,0
35293,35293,1,1,0,0
35294,35294,1,1,0,0
35295,35295,1,1,0,0
35296,35296,0,0,1,1
35297,35297,0,0,1,1
35298,35298,0,0,1,1
35299,35299,2,2,8,8
35300,35300,0,0,1,1
35301,35301,1,1,0,0
35302,35302,1,1,1,1
35303,35303,0,0,2,2
35304,35304,1,1,0,0
35305,35305,1,1,0,0
35306,35306,0,0,2,2
35307,35307,1,1,0,0
35308,35308,0,0,1,1
35309,35309,0,0,-1,1
35310,35310,0,0,1,1
35311,35311,0,0,1,1
35312,35312,1,1,0,0
35313,35313,1,1,0,0
35314,35314,1,1,0,0
35315,35315,-1,1,-199,199
35316,35316,-1,1,0,0
35317,35317,-1,1,0,0
35318,35318,-1,1,0,0
35319,35319,-2,2,0,0
35320,35320,-1,1,0,0
35321,35321,-1,1,0,0
35322,35322,1,1,0,0
35323,35323,0,0,-1,1
35324,35324,0,0,-1,1
35325,35325,1,1,0,0
35326,35326,-1,1,-1,1
35327,35327,0,0,1,1
35328,35328,1,1,0,0
35329,35329,1,1,0,0
35330,35330,2,2,0,0
35331,35331,0,0,1,1
35332,35332,0,0,-4,4
35333,35333,0,0,-1,1
35334,35334,0,0,-1,1
35335,35335,0,0,-8,8
35336,35336,-1,1,0,0
35337,35337,0,0,1,1
35338,35338,3,3,0,0
35339,35339,-1,1,0,0
35340,35340,0,0,1,1
35341,35341,1,1,0,0
35342,35342,0,0,1,1
35343,35343,1,1,0,0
35344,35344,1,1,1,1
35345,35345,0,0,1,1
35346,35346,0,0,1,1
35347,35347,0,0,2,2
35348,35348,1,1,0,0
35349,35349,2,2,0,0
35350,35350,0,0,-2,2
35351,35351,0,0,1,1
35352,35352,0,0,1,1
35353,35353,0,0,1,1
35354,35354,0,0,1,1
35355,35355,0,0,4,4
35356,35356,1,1,0,0
35357,35357,0,0,1,1
35358,35358,0,0,1,1
35359,35359,0,0,1,1
35360,35360,0,0,1,1
35361,35361,0,0,2,2
35362,35362,0,0,1,1
35363,35363,0,0,1,1
35364,35364,-1,1,0,0
35365,35365,-1,1,0,0
35366,35366,-1,1,0,0
35367,35367,-1,1,0,0
35368,35368,-1,1,0,0
35369,35369,-1,1,0,0
35370,35370,-1,1,0,0
35371,35371,-1,1,0,0
35372,35372,-1,1,0,0
35373,35373,-1,1,0,0
35374,35374,-1,1,0,0
35375,35375,0,0,1,1
35376,35376,1,3,0,0
35377,35377,0,0,11,11
35378,35378,-1,1,0,0
35379,35379,0,0,2,2
35380,35380,0,0,1,1
35381,35381,-1,1,1,1
35382,35382,0,0,7,7
35383,35383,1,1,0,0
35384,35384,2,2,0,0
35385,35385,1,1,0,0
35386,35386,0,0,1,1
35387,35387,0,0,1,1
35388,35388,0,0,1,1
35389,35389,1,1,1,1
35390,35390,0,4,0,0
35391,35391,-1,1,0,0
35392,35392,0,0,-2,2
35393,35393,0,0,1,1
35394,35394,-1,1,0,0
35395,35395,1,1,1,1
35396,35396,1,1,0,0
35397,35397,0,0,-3,3
35398,35398,2,2,0,0
35399,35399,1,1,0,0
35400,35400,1,1,0,0
35401,35401,0,0,-1,1
35402,35402,0,0,1,1
35403,35403,1,1,0,0
35404,35404,1,1,0,0
35405,35405,1,1,0,0
35406,35406,1,1,5,5
35407,35407,0,0,-2,2
35408,35408,0,0,-2,2
35409,35409,0,0,-1,1
35410,35410,0,0,1,1
35411,35411,0,0,1,1
35412,35412,0,0,2,2
35413,35413,0,0,10,10
35414,35414,1,1,0,0
35415,35415,1,1,0,0
35416,35416,2,2,0,0
35417,35417,1,1,0,0
35418,35418,1,1,0,0
35419,35419,1,1,0,0
35420,35420,0,0,1,1
35421,35421,0,0,1,1
35422,35422,1,1,1,1
35423,35423,0,0,7,7
35424,35424,0,0,1,1
35425,35425,0,0,1,1
35426,35426,-1,1,0,0
35427,35427,2,2,0,0
35428,35428,1,1,3,3
35429,35429,0,0,1,1
35430,35430,0,0,1,1
35431,35431,0,0,0,2
35432,35432,0,0,1,1
35433,35433,0,0,1,1
35434,35434,0,0,1,1
35435,35435,0,0,-1,1
35436,35436,-1,1,0,0
35437,35437,-2,2,0,0
35438,35438,-1,1,0,0
35439,35439,-2,2,0,0
35440,35440,-1,1,0,0
35441,35441,0,0,1,1
35442,35442,1,1,1,1
35443,35443,1,1,0,0
35444,35444,1,1,2,2
35445,35445,1,1,7,7
35446,35446,1,3,0,0
35447,35447,2,2,0,0
35448,35448,0,0,-1,3
35449,35449,-1,1,0,0
35450,35450,0,0,-36,36
35451,35451,-1,1,0,0
35452,35452,-1,1,0,0
35453,35453,1,1,1,1
35454,35454,0,0,2,6
35455,35455,0,0,6,6
35456,35456,1,1,1,1
35457,35457,1,1,2,2
35458,35458,1,1,0,0
35459,35459,0,0,3,3
35460,35460,1,1,0,0
35461,35461,0,0,-1,1
35462,35462,0,0,1,1
35463,35463,0,0,-1,1
35464,35464,0,0,2,2
35465,35465,0,0,-1,1
35466,35466,1,1,2,2
35467,35467,0,0,2,2
35468,35468,1,1,0,0
35469,35469,1,1,0,0
35470,35470,1,1,0,0
35471,35471,1,1,0,0
35472,35472,1,1,0,0
35473,35473,1,1,0,0
35474,35474,1,1,0,0
35475,35475,1,1,0,0
35476,35476,1,1,0,0
35477,35477,1,1,0,0
35478,35478,1,1,0,0
35479,35479,1,1,0,0
35480,35480,1,1,0,0
35481,35481,1,1,0,0
35482,35482,1,1,0,0
35483,35483,1,1,0,0
35484,35484,1,1,0,0
35485,35485,1,1,0,0
35486,35486,1,1,0,0
35487,35487,1,1,0,0
35488,35488,0,0,1,1
35489,35489,2,2,0,0
35490,35490,0,0,2,2
35491,35491,0,0,1,1
35492,35492,1,1,0,0
35493,35493,1,1,0,0
35494,35494,2,2,2,2
35495,35495,0,0,12,12
35496,35496,0,0,1,1
35497,35497,1,1,0,0
35498,35498,0,0,1,1
35499,35499,0,0,2,2
35500,35500,0,0,1,1
35501,35501,0,0,1,1
35502,35502,1,1,2,2
35503,35503,0,0,1,1
35504,35504,0,0,1,1
35505,35505,2,2,0,0
35506,35506,0,0,9,9
35507,35507,0,0,9,9
35508,35508,0,0,0,2
35509,35509,0,0,1,1
35510,35510,0,0,1,1
35511,35511,1,1,0,0
35512,35512,0,0,2,2
35513,35513,0,2,0,0
35514,35514,1,1,1,1
35515,35515,1,1,0,0
35516,35516,0,0,7,7
35517,35517,1,1,0,0
35518,35518,0,0,3,3
35519,35519,0,0,-1,1
35520,35520,1,1,0,0
35521,35521,0,0,-3,3
35522,35522,0,0,1,1
35523,35523,1,1,2,2
35524,35524,2,2,2,6
35525,35525,0,0,2,2
35526,35526,1,1,0,0
35527,35527,0,0,1,1
35528,35528,0,0,-5,5
35529,35529,0,0,1,1
35530,35530,1,1,0,0
35531,35531,1,1,0,0
35532,35532,0,0,5,5
35533,35533,0,0,1,1
35534,35534,0,0,2,2
35535,35535,1,1,15,15
35536,35536,2,2,2,2
35537,35537,0,0,1,1
35538,35538,0,0,1,1
35539,35539,-1,1,0,0
35540,35540,0,0,15,15
35541,35541,0,0,-1,1
35542,35542,1,1,0,0
35543,35543,0,0,2,2
35544,35544,1,1,4,4
35545,35545,0,0,1,1
35546,35546,0,0,-1,1
35547,35547,2,2,0,0
35548,35548,0,0,2,2
35549,35549,0,0,1,1
35550,35550,3,3,4,4
35551,35551,0,0,6,6
35552,35552,0,0,1,1
35553,35553,0,0,1,1
35554,35554,0,0,1,1
35555,35555,0,0,1,1
35556,35556,1,1,0,0
35557,35557,1,1,0,0
35558,35558,0,0,1,1
35559,35559,0,0,1,1
35560,35560,0,0,1,1
35561,35561,0,0,1,3
35562,35562,1,1,0,0
35563,35563,0,0,-1,1
35564,35564,0,0,4,4
35565,35565,0,0,-1,1
35566,35566,1,1,1,1
35567,35567,0,0,1,1
35568,35568,0,0,1,1
35569,35569,1,1,0,0
35570,35570,0,0,2,2
35571,35571,0,0,-5,5
35572,35572,0,0,1,1
35573,35573,0,0,1,1
35574,35574,0,0,1,1
35575,35575,0,0,9,9
35576,35576,1,1,1,1
35577,35577,0,0,1,1
35578,35578,0,0,1,1
35579,35579,0,0,1,1
35580,35580,1,1,1,1
35581,35581,0,0,1,1
35582,35582,0,0,1,1
35583,35583,0,0,2,2
35584,35584,0,0,1,1
35585,35585,0,0,0,2
35586,35586,0,0,3,3
35587,35587,1,1,0,0
35588,35588,0,0,1,1
35589,35589,0,0,1,1
35590,35590,1,1,2,2
35591,35591,0,0,1,1
35592,35592,0,0,1,1
35593,35593,0,0,1,1
35594,35594,0,0,3,5
35595,35595,1,1,-1,1
35596,35596,0,0,1,1
35597,35597,0,0,2,2
35598,35598,1,1,0,0
35599,35599,0,0,1,1
35600,35600,5,5,0,0
35601,35601,0,0,3,3
35602,35602,1,1,0,0
35603,35603,0,0,2,2
35604,35604,0,0,1,1
35605,35605,0,0,1,1
35606,35606,0,0,2,2
35607,35607,1,1,1,1
35608,35608,0,0,2,2
35609,35609,-1,1,0,0
35610,35610,0,0,1,1
35611,35611,1,1,0,0
35612,35612,-1,1,0,0
35613,35613,-1,1,0,0
35614,35614,-1,1,0,0
35615,35615,-1,1,0,0
35616,35616,-1,1,0,0
35617,35617,0,2,1,1
35618,35618,1,3,11,11
35619,35619,-1,1,0,0
35620,35620,-1,1,1,1
35621,35621,0,6,13,13
35622,35622,-1,1,0,0
35623,35623,-1,1,0,0
35624,35624,-2,2,0,0
35625,35625,0,0,-1,1
35626,35626,0,0,1,1
35627,35627,0,0,2,2
35628,35628,0,0,-1,1
35629,35629,0,0,3,3
35630,35630,0,0,1,1
35631,35631,0,0,4,4
35632,35632,0,0,1,1
35633,35633,0,0,1,1
35634,35634,1,1,0,0
35635,35635,-1,1,-21,23
35636,35636,0,0,1,1
35637,35637,0,0,3,3
35638,35638,0,0,1,1
35639,35639,0,0,2,2
35640,35640,0,0,15,15
35641,35641,1,1,0,0
35642,35642,1,1,2,2
35643,35643,1,1,0,0
35644,35644,2,2,-3,3
35645,35645,0,0,1,1
35646,35646,0,0,-1,1
35647,35647,0,0,1,1
35648,35648,0,0,1,1
35649,35649,0,0,1,1
35650,35650,0,0,1,1
35651,35651,1,1,0,0
35652,35652,0,0,5,5
35653,35653,1,1,0,0
35654,35654,0,0,7,7
35655,35655,0,0,1,1
35656,35656,0,0,1,1
35657,35657,1,1,0,0
35658,35658,-1,1,1,1
35659,35659,0,0,3,3
35660,35660,0,0,2,2
35661,35661,0,0,1,1
35662,35662,-1,1,0,0
35663,35663,-1,1,0,0
35664,35664,-1,1,0,0
35665,35665,-1,1,0,0
35666,35666,-1,1,0,0
35667,35667,-1,1,0,0
35668,35668,-1,1,0,0
35669,35669,-1,1,0,0
35670,35670,-1,1,0,0
35671,35671,0,2,0,0
35672,35672,-1,1,0,0
35673,35673,-1,1,0,0
35674,35674,-1,1,0,0
35675,35675,-1,1,0,0
35676,35676,1,1,0,0
35677,35677,1,1,0,0
35678,35678,0,0,2,2
35679,35679,0,0,1,1
35680,35680,1,1,0,0
35681,35681,1,1,0,0
35682,35682,0,0,1,1
35683,35683,1,1,0,0
35684,35684,1,1,0,0
35685,35685,3,3,0,0
35686,35686,0,0,1,1
35687,35687,0,0,1,1
35688,35688,1,1,-2,2
35689,35689,0,0,3,3
35690,35690,1,1,0,0
35691,35691,0,0,1,1
35692,35692,0,0,1,1
35693,35693,0,0,1,1
35694,35694,0,0,1,1
35695,35695,0,0,2,2
35696,35696,1,1,0,0
35697,35697,0,0,2,2
35698,35698,0,0,1,1
35699,35699,0,0,1,1
35700,35700,0,0,1,1
35701,35701,0,0,2,2
35702,35702,0,0,1,1
35703,35703,-1,1,0,0
35704,35704,-1,1,-1,1
35705,35705,-1,1,5,5
35706,35706,-1,1,0,0
35707,35707,1,3,2,2
35708,35708,-1,1,0,0
35709,35709,-1,1,0,0
35710,35710,1,1,2,2
35711,35711,-1,1,0,0
35712,35712,1,1,0,0
35713,35713,0,0,1,1
35714,35714,0,0,-1,1
35715,35715,0,0,1,1
35716,35716,0,0,1,1
35717,35717,1,1,0,0
35718,35718,1,1,0,0
35719,35719,0,0,1,1
35720,35720,0,0,1,1
35721,35721,0,0,0,2
35722,35722,-2,2,2,2
35723,35723,0,0,-1,3
35724,35724,1,1,8,8
35725,35725,1,1,3,3
35726,35726,0,0,2,2
35727,35727,-1,1,0,0
35728,35728,-1,1,0,0
35729,35729,0,0,2,4
35730,35730,0,0,1,1
35731,35731,0,0,2,2
35732,35732,0,0,1,1
35733,35733,0,0,1,1
35734,35734,0,0,1,1
35735,35735,0,0,1,1
35736,35736,0,0,-1,1
35737,35737,0,0,1,1
35738,35738,0,0,3,3
35739,35739,0,0,1,1
35740,35740,0,0,1,1
35741,35741,0,0,1,1
35742,35742,0,0,1,1
35743,35743,0,0,4,4
35744,35744,0,0,1,1
35745,35745,0,0,1,1
35746,35746,-1,1,0,0
35747,35747,0,0,1,1
35748,35748,1,1,0,0
35749,35749,0,0,1,1
35750,35750,-1,1,0,0
35751,35751,1,1,0,0
35752,35752,1,1,0,0
35753,35753,1,1,0,0
35754,35754,0,2,0,0
35755,35755,1,1,0,0
35756,35756,1,1,0,0
35757,35757,1,1,0,0
35758,35758,2,2,0,0
35759,35759,0,2,0,0
35760,35760,1,1,0,0
35761,35761,1,1,0,0
35762,35762,0,0,1,1
35763,35763,0,0,2,2
35764,35764,2,2,2,2
35765,35765,-1,1,0,0
35766,35766,-1,1,0,0
35767,35767,0,0,1,1
35768,35768,0,0,-9,9
35769,35769,-1,1,0,0
35770,35770,0,0,2,2
35771,35771,0,0,1,1
35772,35772,0,0,2,2
35773,35773,0,0,2,2
35774,35774,0,0,1,1
35775,35775,0,0,-2,2
35776,35776,0,0,3,3
35777,35777,0,2,0,0
35778,35778,-1,1,0,0
35779,35779,-1,1,1,1
35780,35780,0,2,1,1
35781,35781,-1,1,0,0
35782,35782,-1,1,0,0
35783,35783,-1,1,0,0
35784,35784,-1,1,0,0
35785,35785,0,0,1,1
35786,35786,0,0,2,2
35787,35787,0,0,2,4
35788,35788,-1,1,0,0
35789,35789,0,0,1,1
35790,35790,2,2,0,0
35791,35791,0,0,5,5
35792,35792,1,1,0,0
35793,35793,0,0,1,1
35794,35794,0,0,-1,1
35795,35795,1,1,0,0
35796,35796,0,0,1,1
35797,35797,0,0,2,2
35798,35798,1,1,0,0
35799,35799,0,0,-1,1
35800,35800,0,0,1,1
35801,35801,0,0,1,1
35802,35802,0,0,3,3
35803,35803,1,1,0,0
35804,35804,0,0,1,1
35805,35805,0,0,-1,1
35806,35806,0,0,6,6
35807,35807,0,0,-3,3
35808,35808,0,2,1,1
35809,35809,0,0,1,1
35810,35810,0,0,1,1
35811,35811,0,0,3,3
35812,35812,1,1,0,0
35813,35813,0,0,1,1
35814,35814,0,0,2,2
35815,35815,0,0,1,1
35816,35816,0,0,1,1
35817,35817,0,0,-1,1
35818,35818,0,0,1,1
35819,35819,0,0,8,8
35820,35820,1,1,0,0
35821,35821,0,0,2,2
35822,35822,0,0,1,1
35823,35823,0,0,1,1
35824,35824,2,2,0,0
35825,35825,1,1,1,1
35826,35826,1,1,4,4
35827,35827,0,0,-1,1
35828,35828,0,0,-1,1
35829,35829,1,1,0,0
35830,35830,1,1,0,0
35831,35831,1,1,0,0
35832,35832,0,0,1,1
35833,35833,1,1,0,0
35834,35834,0,0,-3,3
35835,35835,0,0,3,3
35836,35836,2,2,0,0
35837,35837,2,2,0,0
35838,35838,0,2,0,0
35839,35839,1,1,0,0
35840,35840,0,0,1,1
35841,35841,0,0,-1,1
35842,35842,2,2,0,0
35843,35843,1,1,0,0
35844,35844,1,1,0,0
35845,35845,1,1,0,0
35846,35846,1,1,0,0
35847,35847,1,1,0,0
35848,35848,1,1,0,0
35849,35849,2,2,19,19
35850,35850,1,1,1,1
35851,35851,2,2,3,3
35852,35852,1,1,2,2
35853,35853,1,1,0,0
35854,35854,1,1,0,0
35855,35855,-1,1,0,0
35856,35856,-1,1,0,0
35857,35857,0,0,3,3
35858,35858,2,2,0,0
35859,35859,-1,1,1,1
35860,35860,1,1,0,0
35861,35861,3,3,0,0
35862,35862,0,0,4,4
35863,35863,1,1,0,0
35864,35864,0,0,1,1
35865,35865,0,0,3,3
35866,35866,0,0,1,1
35867,35867,0,0,1,1
35868,35868,0,0,1,1
35869,35869,0,0,1,1
35870,35870,0,0,-1,1
35871,35871,0,0,1,1
35872,35872,0,0,1,1
35873,35873,1,1,1,1
35874,35874,0,0,1,1
35875,35875,0,0,1,1
35876,35876,1,1,0,0
35877,35877,0,0,1,3
35878,35878,1,1,0,0
35879,35879,0,0,2,2
35880,35880,1,1,0,0
35881,35881,1,1,0,0
35882,35882,0,0,-3,3
35883,35883,0,0,9,9
35884,35884,1,1,0,0
35885,35885,0,0,12,12
35886,35886,1,1,0,0
35887,35887,1,1,0,0
35888,35888,1,1,0,0
35889,35889,1,1,0,0
35890,35890,1,1,0,0
35891,35891,2,2,0,0
35892,35892,1,1,0,0
35893,35893,1,1,0,0
35894,35894,1,1,0,0
35895,35895,1,1,0,0
35896,35896,1,1,0,0
35897,35897,1,1,0,0
35898,35898,1,1,0,0
35899,35899,3,3,0,0
35900,35900,1,1,0,0
35901,35901,1,1,0,0
35902,35902,1,1,0,0
35903,35903,1,1,0,0
35904,35904,1,1,0,0
35905,35905,1,1,0,0
35906,35906,1,1,0,0
35907,35907,2,2,0,0
35908,35908,1,1,0,0
35909,35909,2,2,1,1
35910,35910,1,1,0,0
35911,35911,1,1,8,8
35912,35912,1,1,0,0
35913,35913,2,2,0,0
35914,35914,2,2,5,5
35915,35915,1,1,0,0
35916,35916,1,1,2,2
35917,35917,1,1,0,0
35918,35918,1,1,0,0
35919,35919,1,1,1,1
35920,35920,1,1,0,0
35921,35921,1,1,0,0
35922,35922,1,1,0,0
35923,35923,1,1,0,0
35924,35924,1,1,0,0
35925,35925,0,0,2,2
35926,35926,1,1,1,1
35927,35927,1,1,1,1
35928,35928,0,0,1,1
35929,35929,1,1,2,2
35930,35930,0,0,-1,1
35931,35931,0,0,1,1
35932,35932,-1,1,0,0
35933,35933,-1,1,1,1
35934,35934,-1,1,3,3
35935,35935,-2,2,0,0
35936,35936,0,0,-1,1
35937,35937,0,0,1,1
35938,35938,0,0,1,1
35939,35939,0,0,5,5
35940,35940,1,1,0,0
35941,35941,1,1,0,0
35942,35942,0,0,1,1
35943,35943,1,1,1,1
35944,35944,1,1,0,0
35945,35945,2,2,0,0
35946,35946,1,1,0,0
35947,35947,0,0,1,1
35948,35948,1,1,0,0
35949,35949,0,0,1,1
35950,35950,1,1,0,0
35951,35951,0,0,1,1
35952,35952,0,0,2,2
35953,35953,0,0,1,1
35954,35954,0,0,3,3
35955,35955,0,0,1,1
35956,35956,1,1,0,0
35957,35957,0,0,1,1
35958,35958,0,0,2,2
35959,35959,0,0,2,2
35960,35960,0,0,-1,1
35961,35961,0,0,1,1
35962,35962,0,0,1,1
35963,35963,0,0,2,2
35964,35964,-1,1,0,0
35965,35965,1,1,0,0
35966,35966,-1,1,0,0
35967,35967,-1,1,0,0
35968,35968,1,1,0,0
35969,35969,-1,1,0,0
35970,35970,-1,1,0,0
35971,35971,-1,1,0,0
35972,35972,1,5,0,0
35973,35973,-1,1,0,0
35974,35974,1,1,0,0
35975,35975,0,0,1,1
35976,35976,1,1,0,0
35977,35977,0,0,1,1
35978,35978,0,0,5,5
35979,35979,1,1,0,0
35980,35980,0,0,1,1
35981,35981,0,0,1,1
35982,35982,0,0,0,2
35983,35983,0,0,-1,1
35984,35984,0,0,0,2
35985,35985,0,0,2,2
35986,35986,1,1,0,0
35987,35987,1,1,1,1
35988,35988,1,1,0,0
35989,35989,1,1,1,1
35990,35990,1,1,0,0
35991,35991,1,1,-2,2
35992,35992,0,0,-1,3
35993,35993,1,1,1,1
35994,35994,0,0,3,3
35995,35995,0,0,3,3
35996,35996,0,0,1,1
35997,35997,1,1,0,0
35998,35998,0,0,1,1
35999,35999,0,0,9,9
36000,36000,0,0,2,2
36001,36001,1,1,0,0
36002,36002,1,1,1,1
36003,36003,0,0,4,4
36004,36004,0,0,1,1
36005,36005,-1,1,0,0
36006,36006,-1,1,0,0
36007,36007,1,1,0,0
36008,36008,-1,1,0,0
36009,36009,-1,1,0,0
36010,36010,-1,1,0,0
36011,36011,1,1,0,0
36012,36012,1,1,0,0
36013,36013,1,1,0,0
36014,36014,0,0,-2,2
36015,36015,-1,1,0,0
36016,36016,0,0,1,1
36017,36017,0,0,1,1
36018,36018,2,2,0,0
36019,36019,0,0,3,3
36020,36020,1,1,0,0
36021,36021,1,1,0,0
36022,36022,1,3,0,0
36023,36023,1,1,3,3
36024,36024,0,0,2,2
36025,36025,0,0,1,3
36026,36026,0,0,2,2
36027,36027,0,0,3,3
36028,36028,2,2,2,2
36029,36029,1,1,1,1
36030,36030,0,0,1,1
36031,36031,0,0,1,1
36032,36032,1,1,0,0
36033,36033,0,0,2,2
36034,36034,0,0,1,1
36035,36035,0,0,2,2
36036,36036,0,0,1,1
36037,36037,0,0,1,1
36038,36038,0,0,1,1
36039,36039,0,0,0,2
36040,36040,0,0,1,1
36041,36041,1,1,0,0
36042,36042,0,0,1,1
36043,36043,0,0,1,1
36044,36044,1,1,0,0
36045,36045,1,1,11,11
36046,36046,0,0,1,1
36047,36047,0,0,1,1
36048,36048,0,0,-1,1
36049,36049,0,0,3,3
36050,36050,1,1,0,0
36051,36051,0,0,1,1
36052,36052,0,0,1,1
36053,36053,-1,3,0,0
36054,36054,1,1,5,5
36055,36055,1,1,0,0
36056,36056,-1,1,0,0
36057,36057,0,0,1,1
36058,36058,4,6,0,0
36059,36059,1,1,1,1
36060,36060,0,0,-1,1
36061,36061,0,0,4,4
36062,36062,1,1,1,1
36063,36063,0,0,1,1
36064,36064,0,0,1,1
36065,36065,2,2,3,3
36066,36066,2,2,7,7
36067,36067,0,0,1,1
36068,36068,0,0,5,5
36069,36069,0,0,-2,2
36070,36070,1,1,0,0
36071,36071,2,2,0,0
36072,36072,0,0,-1,1
36073,36073,1,1,1,1
36074,36074,0,0,1,1
36075,36075,0,0,1,1
36076,36076,2,2,0,0
36077,36077,0,0,1,1
36078,36078,0,0,1,1
36079,36079,0,0,1,1
36080,36080,1,1,1,1
36081,36081,0,0,1,3
36082,36082,0,0,2,2
36083,36083,0,0,1,1
36084,36084,0,0,3,3
36085,36085,1,1,-52,66
36086,36086,-1,1,2,2
36087,36087,-1,1,0,0
36088,36088,1,1,0,0
36089,36089,0,0,1,1
36090,36090,0,0,3,3
36091,36091,1,1,0,0
36092,36092,0,0,1,1
36093,36093,0,0,1,1
36094,36094,0,0,1,1
36095,36095,0,0,1,1
36096,36096,0,0,1,1
36097,36097,0,0,1,1
36098,36098,0,0,1,1
36099,36099,0,0,2,2
36100,36100,1,1,0,0
36101,36101,0,0,1,1
36102,36102,0,0,-198,198
36103,36103,-1,1,0,0
36104,36104,-1,1,0,0
36105,36105,-1,1,0,0
36106,36106,-1,1,0,0
36107,36107,-1,1,0,0
36108,36108,-1,1,0,0
36109,36109,-1,1,0,0
36110,36110,-1,1,0,0
36111,36111,-1,1,0,0
36112,36112,-2,2,2,2
36113,36113,-1,1,0,0
36114,36114,3,5,0,0
36115,36115,1,1,0,0
36116,36116,1,1,0,0
36117,36117,0,0,1,1
36118,36118,0,0,1,1
36119,36119,0,0,5,5
36120,36120,1,1,0,0
36121,36121,1,1,0,0
36122,36122,0,0,-3,3
36123,36123,0,0,-1,1
36124,36124,0,0,1,1
36125,36125,0,0,2,2
36126,36126,0,0,6,6
36127,36127,-1,1,0,0
36128,36128,-1,1,6,6
36129,36129,0,0,5,5
36130,36130,0,0,1,1
36131,36131,0,0,3,3
36132,36132,1,1,5,5
36133,36133,0,0,1,1
36134,36134,-1,1,0,0
36135,36135,-1,1,14,14
36136,36136,0,0,1,1
36137,36137,0,0,1,1
36138,36138,0,0,3,3
36139,36139,0,0,3,3
36140,36140,0,2,2,2
36141,36141,0,0,1,1
36142,36142,0,0,1,1
36143,36143,0,0,1,1
36144,36144,0,0,-2,2
36145,36145,2,2,2,2
36146,36146,-1,1,0,0
36147,36147,0,0,1,1
36148,36148,0,0,1,1
36149,36149,0,0,1,1
36150,36150,0,0,3,3
36151,36151,0,0,1,1
36152,36152,0,0,1,1
36153,36153,0,0,1,1
36154,36154,1,1,5,5
36155,36155,0,0,1,1
36156,36156,0,0,-1,1
36157,36157,0,0,1,1
36158,36158,1,1,1,1
36159,36159,1,1,0,0
36160,36160,1,1,0,0
36161,36161,1,1,0,0
36162,36162,1,1,0,0
36163,36163,1,1,3,3
36164,36164,1,1,0,0
36165,36165,0,0,1,1
36166,36166,0,0,1,1
36167,36167,0,0,1,1
36168,36168,0,0,1,1
36169,36169,-1,1,0,0
36170,36170,-1,1,0,0
36171,36171,0,0,3,3
36172,36172,1,1,0,0
36173,36173,1,1,0,0
36174,36174,-1,1,1,1
36175,36175,0,0,1,1
36176,36176,0,0,1,1
36177,36177,0,0,2,2
36178,36178,0,0,3,3
36179,36179,1,1,0,0
36180,36180,0,0,1,1
36181,36181,0,0,1,1
36182,36182,0,0,2,2
36183,36183,1,1,0,0
36184,36184,1,1,13,13
36185,36185,0,0,-1,1
36186,36186,1,1,0,0
36187,36187,1,1,1,1
36188,36188,2,4,2,4
36189,36189,0,0,2,2
36190,36190,1,1,0,0
36191,36191,0,0,1,1
36192,36192,0,0,1,1
36193,36193,1,1,0,0
36194,36194,1,1,0,0
36195,36195,1,1,-4,4
36196,36196,1,1,1,1
36197,36197,1,1,1,1
36198,36198,1,1,0,0
36199,36199,1,1,1,3
36200,36200,0,0,1,1
36201,36201,0,0,4,4
36202,36202,0,0,-10,14
36203,36203,-1,1,0,0
36204,36204,-1,1,4,4
36205,36205,0,0,1,1
36206,36206,0,0,1,1
36207,36207,0,0,1,1
36208,36208,0,0,1,1
36209,36209,0,0,1,1
36210,36210,0,0,1,1
36211,36211,0,0,1,1
36212,36212,0,0,1,1
36213,36213,0,0,1,1
36214,36214,0,0,1,1
36215,36215,0,0,2,2
36216,36216,1,1,0,0
36217,36217,1,1,0,0
36218,36218,-2,2,0,0
36219,36219,1,1,0,0
36220,36220,1,1,60,60
36221,36221,0,0,-1,1
36222,36222,0,0,1,1
36223,36223,1,1,0,0
36224,36224,1,1,0,0
36225,36225,1,1,0,0
36226,36226,1,1,0,0
36227,36227,1,1,0,0
36228,36228,0,0,2,2
36229,36229,0,0,3,3
36230,36230,0,0,2,2
36231,36231,3,3,0,0
36232,36232,0,0,3,3
36233,36233,0,0,2,2
36234,36234,1,1,0,0
36235,36235,0,0,-1,1
36236,36236,0,0,1,1
36237,36237,0,0,-1,1
36238,36238,0,0,1,1
36239,36239,0,0,2,2
36240,36240,1,1,0,0
36241,36241,1,3,1,1
36242,36242,0,0,1,1
36243,36243,0,0,1,1
36244,36244,1,1,0,0
36245,36245,0,0,-2,2
36246,36246,1,1,0,0
36247,36247,0,0,1,1
36248,36248,0,0,1,1
36249,36249,1,1,0,0
36250,36250,-2,2,0,0
36251,36251,-1,1,0,0
36252,36252,-1,1,0,0
36253,36253,-1,1,1,1
36254,36254,-1,1,1,1
36255,36255,0,2,1,3
36256,36256,-1,1,0,0
